Idade;Sexo;Tipo de Assinatura;Valor da Assinatura;Modalidade;Cidade de Entrega;Nome do Bairro;Número Exemplares;Número Exemplares Entregues;Quantidade Parcelas Contrato;Data de Validade Inicial;Data de Validade Final
55;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Redentor;261;87;12;03/12/2023 00:00;02/12/2024 00:00
58;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Maria Lúcia;261;87;12;03/12/2023 00:00;02/12/2024 00:00
65;M;Impressa;1669;Anual;São José do Rio Preto;Parque Industrial;261;87;3;03/12/2023 00:00;02/12/2024 00:00
65;M;Impressa;1669;Anual;São José do Rio Preto;Parque Celeste;261;87;12;03/12/2023 00:00;02/12/2024 00:00
65;M;Digital;1251,75;Anual;São José do Rio Preto;Vila Nossa Senhora de Fátima;261;88;12;03/12/2023 00:00;02/12/2024 00:00
69;M;Impressa;834,5;Semestral;São José do Rio Preto;Vila Imperial;128;87;3;03/12/2023 00:00;31/05/2024 00:00
65;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Paulista;261;87;12;03/12/2023 00:00;02/12/2024 00:00
2024;J;Impressa;834,5;Semestral;São José do Rio Preto;Jardim Nunes;128;87;1;03/12/2023 00:00;31/05/2024 00:00
66;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Aclimação;261;87;6;03/12/2023 00:00;02/12/2024 00:00
2024;J;Impressa;1669;Anual;São José do Rio Preto;Jardim Yolanda;261;87;11;03/12/2023 00:00;02/12/2024 00:00
70;F;Impressa;1669;Anual;São José do Rio Preto;Parque Residencial Damha;261;86;1;03/12/2023 00:00;03/12/2024 00:00
96;F;Impressa;1669;Anual;São José do Rio Preto;Residencial Marcia;261;87;1;03/12/2023 00:00;02/12/2024 00:00
82;M;Impressa;834,5;Semestral;São José do Rio Preto;Centro;128;87;5;03/12/2023 00:00;31/05/2024 00:00
82;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Nazareth;261;87;11;03/12/2023 00:00;02/12/2024 00:00
70;M;Digital;1251,75;Anual;São José do Rio Preto;Parque Residencial Damha;261;89;1;03/12/2023 00:00;02/12/2024 00:00
71;M;Combo;720;Anual;Mirassol;Centro;104;35;12;03/12/2023 00:00;06/12/2024 00:00
71;M;Impressa;1669;Anual;Mirassol;Centro;261;86;12;03/12/2023 00:00;03/12/2024 00:00
2024;J;Impressa;834,5;Semestral;São José do Rio Preto;Jardim Vista Alegre;128;87;6;03/12/2023 00:00;31/05/2024 00:00
91;M;Combo;720;Anual;Nhandeara;A DEFINIR;104;35;12;03/12/2023 00:00;30/11/2024 00:00
2024;J;Impressa;1669;Anual;Urupês;A DEFINIR;261;87;6;03/12/2023 00:00;02/12/2024 00:00
2024;J;Impressa;834,5;Semestral;Urupês;A DEFINIR;128;87;3;03/12/2023 00:00;31/05/2024 00:00
2024;J;Impressa;1669;Anual;Olímpia;A DEFINIR;261;87;1;03/12/2023 00:00;02/12/2024 00:00
64;M;Impressa;1669;Anual;Cedral;A DEFINIR;261;87;12;03/12/2023 00:00;02/12/2024 00:00
64;M;Impressa;834,5;Semestral;Santa Fé do Sul;Centro;128;86;6;03/12/2023 00:00;01/06/2024 00:00
65;M;Digital;1251,75;Anual;Ouroeste;JD DAS FLORES;261;89;4;03/12/2023 00:00;02/12/2024 00:00
65;M;Combo;720;Anual;Cedral;JARDIM GRAMADO;104;35;12;03/12/2023 00:00;30/11/2024 00:00
65;M;Impressa;1669;Anual;São José do Rio Preto;Boa Vista;261;86;12;05/12/2023 00:00;03/12/2024 00:00
68;F;Impressa;834,5;Semestral;São José do Rio Preto;Boa Vista;128;86;3;05/12/2023 00:00;01/06/2024 00:00
76;M;Combo;780;Anual;São José do Rio Preto;Bosque da Felicidade;156;53;6;05/12/2023 00:00;02/12/2024 00:00
68;M;Combo;780;Anual;São José do Rio Preto;Parque Residencial Lauriano Tebar;156;54;12;05/12/2023 00:00;02/12/2024 00:00
68;M;Impressa;834,5;Semestral;São José do Rio Preto;Jardim Ouro Verde;128;86;1;05/12/2023 00:00;01/06/2024 00:00
68;F;Combo;780;Anual;São José do Rio Preto;Jardim Yolanda;156;54;12;05/12/2023 00:00;02/12/2024 00:00
67;F;Impressa;1669;Anual;São José do Rio Preto;Jardim Conceição;261;86;1;05/12/2023 00:00;03/12/2024 00:00
69;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Maracanã;261;86;1;05/12/2023 00:00;03/12/2024 00:00
69;M;Impressa;834,5;Semestral;São José do Rio Preto;Jardim Santa Catarina;128;86;3;05/12/2023 00:00;01/06/2024 00:00
67;M;Impressa;834,5;Semestral;São José do Rio Preto;Jardim dos Seixas;128;85;1;05/12/2023 00:00;03/06/2024 00:00
56;M;Impressa;1669;Anual;São José do Rio Preto;Centro;261;86;6;05/12/2023 00:00;03/12/2024 00:00
57;F;Digital;1251,75;Anual;São José do Rio Preto;Nova Redentora;261;87;3;05/12/2023 00:00;03/12/2024 00:00
64;M;Impressa;834,5;Semestral;São José do Rio Preto;Jardim Maracanã;128;86;6;05/12/2023 00:00;01/06/2024 00:00
76;M;Impressa;1669;Anual;São José do Rio Preto;Residencial Marcia;261;84;12;05/12/2023 00:00;06/12/2024 00:00
81;M;Combo;780;Anual;São José do Rio Preto;Parque Residencial Damha;156;54;12;05/12/2023 00:00;03/12/2024 00:00
58;F;Impressa;834,5;Semestral;Mirassol;A DEFINIR;128;86;3;05/12/2023 00:00;01/06/2024 00:00
58;F;Combo;780;Anual;Mirassol;Centro;156;54;12;05/12/2023 00:00;03/12/2024 00:00
50;M;Combo;780;Anual;Severínia;A DEFINIR;156;54;12;05/12/2023 00:00;02/12/2024 00:00
47;M;Combo;780;Anual;Mirassol;AEROPORTO;156;54;12;05/12/2023 00:00;03/12/2024 00:00
55;M;Digital;1251,75;Anual;Bady Bassitt;A DEFINIR;261;88;6;05/12/2023 00:00;03/12/2024 00:00
62;F;Digital;1251,75;Anual;São José do Rio Preto;Residencial Marcia;261;88;1;05/12/2023 00:00;03/12/2024 00:00
62;F;Impressa;1669;Anual;NEVES PAULISTA;A DEFINIR;261;86;12;05/12/2023 00:00;03/12/2024 00:00
56;M;Combo;780;Anual;Tanabi;A DEFINIR;156;54;12;05/12/2023 00:00;02/12/2024 00:00
72;F;Digital;1251,75;Anual;São José do Rio Preto;ARY ATTAB;261;87;3;05/12/2023 00:00;03/12/2024 00:00
77;M;Combo;780;Anual;Adolfo;Centro;156;54;12;05/12/2023 00:00;02/12/2024 00:00
75;M;Digital;1251,75;Anual;Engenheiro Schmitt;FLORA;261;88;12;05/12/2023 00:00;03/12/2024 00:00
66;M;Impressa;1669;Anual;São José do Rio Preto;Vila Maceno;261;85;10;06/12/2023 00:00;04/12/2024 00:00
64;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Palmeiras;261;85;6;06/12/2023 00:00;04/12/2024 00:00
65;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Palmeiras;261;85;8;06/12/2023 00:00;04/12/2024 00:00
66;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Soraia;261;85;12;06/12/2023 00:00;04/12/2024 00:00
64;M;Impressa;1669;Anual;São José do Rio Preto;Vila Aurora;261;85;11;06/12/2023 00:00;04/12/2024 00:00
68;F;Impressa;834,5;Semestral;São José do Rio Preto;Jardim Tangará;128;85;1;06/12/2023 00:00;03/06/2024 00:00
72;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Redentor;261;85;1;06/12/2023 00:00;04/12/2024 00:00
65;M;Digital;1251,75;Anual;São José do Rio Preto;Vila Maria;261;86;12;06/12/2023 00:00;04/12/2024 00:00
63;M;Impressa;1669;Anual;São José do Rio Preto;Vila Curti;261;85;12;06/12/2023 00:00;04/12/2024 00:00
91;M;Impressa;1669;Anual;São José do Rio Preto;Vila Imperial;261;85;10;06/12/2023 00:00;04/12/2024 00:00
91;M;Combo;780;Anual;São José do Rio Preto;Morada Campestre;156;53;12;06/12/2023 00:00;03/12/2024 00:00
66;M;Combo;780;Anual;Bálsamo;A DEFINIR;156;53;12;06/12/2023 00:00;04/12/2024 00:00
69;M;Impressa;1669;Anual;Olímpia;A DEFINIR;261;84;6;06/12/2023 00:00;06/12/2024 00:00
67;M;Impressa;1669;Anual;São José do Rio Preto;Vila Angélica;261;85;12;06/12/2023 00:00;04/12/2024 00:00
2024;J;Impressa;1669;Anual;Potirendaba;Centro;261;85;12;06/12/2023 00:00;04/12/2024 00:00
62;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Walkíria;261;84;12;07/12/2023 00:00;06/12/2024 00:00
65;F;Impressa;1669;Anual;São José do Rio Preto;Roseiral;261;84;6;07/12/2023 00:00;06/12/2024 00:00
65;F;Impressa;1669;Anual;São José do Rio Preto;Solo Sagrado I;261;84;12;07/12/2023 00:00;06/12/2024 00:00
90;M;Impressa;1669;Anual;São José do Rio Preto;Vila Imperial;261;84;8;07/12/2023 00:00;06/12/2024 00:00
94;M;Impressa;1669;Anual;São José do Rio Preto;Parque Residencial Dom Lafaiete Libânio;261;84;12;07/12/2023 00:00;06/12/2024 00:00
2024;J;Impressa;1669;Anual;São José do Rio Preto;Jardim Paulista;261;84;8;07/12/2023 00:00;06/12/2024 00:00
63;F;Impressa;1669;Anual;São José do Rio Preto;Centro;261;84;12;07/12/2023 00:00;06/12/2024 00:00
63;F;Impressa;834,5;Semestral;São José do Rio Preto;Jardim Santa Lúcia;128;84;5;07/12/2023 00:00;03/06/2024 00:00
66;M;Impressa;1669;Anual;São José do Rio Preto;Universitário;261;84;6;07/12/2023 00:00;06/12/2024 00:00
63;M;Impressa;1669;Anual;São José do Rio Preto;Vila Nossa Senhora da Paz;261;84;12;07/12/2023 00:00;06/12/2024 00:00
90;M;Impressa;834,5;Semestral;São José do Rio Preto;Vila Ercília;128;84;3;07/12/2023 00:00;03/06/2024 00:00
62;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Santa Catarina;261;84;10;07/12/2023 00:00;06/12/2024 00:00
82;M;Impressa;834,5;Semestral;São José do Rio Preto;Jardim do Cedro;128;84;1;07/12/2023 00:00;03/06/2024 00:00
62;M;Impressa;1669;Anual;São José do Rio Preto;Vila Anchieta;261;84;6;07/12/2023 00:00;06/12/2024 00:00
78;M;Impressa;1669;Anual;São José do Rio Preto;Parque Residencial Damha;261;84;10;07/12/2023 00:00;06/12/2024 00:00
64;F;Impressa;1669;Anual;São José do Rio Preto;Jardim Caparroz;261;84;12;07/12/2023 00:00;06/12/2024 00:00
70;F;Impressa;834,5;Semestral;Paulo de Faria;Centro;128;84;3;07/12/2023 00:00;03/06/2024 00:00
70;F;Combo;390;Semestral;Macaubal;A DEFINIR;73;52;1;07/12/2023 00:00;27/05/2024 00:00
71;F;Digital;1251,75;Anual;Barretos;Cristiano de Carvalho;261;86;6;07/12/2023 00:00;06/12/2024 00:00
59;M;Impressa;834,5;Semestral;Adolfo;A DEFINIR;128;84;3;07/12/2023 00:00;03/06/2024 00:00
59;M;Digital;1251,75;Anual;São José do Rio Preto;Jardim Nazareth;261;85;6;07/12/2023 00:00;06/12/2024 00:00
63;M;Impressa;834,5;Semestral;Mirassol;A DEFINIR;128;84;6;07/12/2023 00:00;03/06/2024 00:00
83;M;Impressa;834,5;Semestral;José Bonifácio;MONTE ALEGRE;128;84;3;07/12/2023 00:00;03/06/2024 00:00
86;M;Impressa;1669;Anual;Nova Granada;A DEFINIR;261;84;1;07/12/2023 00:00;06/12/2024 00:00
81;M;Impressa;1669;Anual;Catanduva;Jardim Vertoni;261;83;12;09/12/2023 00:00;07/12/2024 00:00
94;M;Combo;720;Anual;São José do Rio Preto;Jardim dos Seixas;104;34;12;09/12/2023 00:00;07/12/2024 00:00
84;M;Impressa;1669;Anual;São José do Rio Preto;Santos Dumont;261;83;12;09/12/2023 00:00;07/12/2024 00:00
86;M;Impressa;1669;Anual;São José do Rio Preto;Vila Angélica;261;83;12;09/12/2023 00:00;07/12/2024 00:00
82;M;Combo;720;Anual;São José do Rio Preto;Conjunto Habitacional Cristo Rei;104;34;12;09/12/2023 00:00;06/12/2024 00:00
85;F;Digital;1251,75;Anual;São José do Rio Preto;São Francisco;261;84;12;09/12/2023 00:00;07/12/2024 00:00
85;F;Impressa;1669;Anual;São José do Rio Preto;Jardim América;261;83;12;09/12/2023 00:00;07/12/2024 00:00
62;M;Combo;720;Anual;São José do Rio Preto;Vila Imperial;104;34;12;09/12/2023 00:00;06/12/2024 00:00
63;F;Combo;360;Semestral;São José do Rio Preto;Parque Industrial;52;34;6;09/12/2023 00:00;07/06/2024 00:00
81;F;Digital;1251,75;Anual;São José do Rio Preto;Distrito Industrial;261;85;12;09/12/2023 00:00;07/12/2024 00:00
88;M;Combo;720;Anual;São José do Rio Preto;Jardim Canaã;104;34;12;09/12/2023 00:00;06/12/2024 00:00
71;F;Impressa;834,5;Semestral;São José do Rio Preto;Vila Santa Cruz;128;74;5;09/12/2023 00:00;17/06/2024 00:00
62;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Maracanã;261;83;12;09/12/2023 00:00;07/12/2024 00:00
2024;J;Combo;720;Anual;São José do Rio Preto;Eldorado;104;34;12;09/12/2023 00:00;06/12/2024 00:00
62;F;Digital;1251,75;Anual;São José do Rio Preto;Residencial Marcia;261;85;12;09/12/2023 00:00;07/12/2024 00:00
2024;J;Impressa;834,5;Semestral;São José do Rio Preto;Parque Residencial Damha;128;83;3;09/12/2023 00:00;05/06/2024 00:00
2024;J;Impressa;1669;Anual;Mirassol;A DEFINIR;261;83;12;09/12/2023 00:00;07/12/2024 00:00
2024;J;Combo;720;Anual;São José do Rio Preto;Morada Campestre;104;34;12;09/12/2023 00:00;06/12/2024 00:00
65;M;Digital;625,88;Semestral;Bady Bassitt;A DEFINIR;128;85;2;09/12/2023 00:00;07/06/2024 00:00
82;M;Impressa;1669;Anual;Olímpia;A DEFINIR;261;82;12;09/12/2023 00:00;09/12/2024 00:00
57;F;Combo;720;Anual;Cedral;A DEFINIR;104;34;12;09/12/2023 00:00;06/12/2024 00:00
62;M;Digital;1251,75;Anual;Potirendaba;A DEFINIR;261;85;12;09/12/2023 00:00;07/12/2024 00:00
61;M;Combo;720;Anual;São José do Rio Preto;Jardim Canaã;104;33;12;10/12/2023 00:00;07/12/2024 00:00
64;M;Combo;720;Anual;São José do Rio Preto;Jardim Bordon;104;33;12;10/12/2023 00:00;13/12/2024 00:00
61;M;Digital;1251,75;Anual;São José do Rio Preto;Jardim Urano;261;83;12;10/12/2023 00:00;09/12/2024 00:00
86;M;Impressa;1669;Anual;São José do Rio Preto;Solo Sagrado I;261;82;12;10/12/2023 00:00;09/12/2024 00:00
67;M;Impressa;1669;Anual;São José do Rio Preto;Parque Industrial;261;78;12;10/12/2023 00:00;16/12/2024 00:00
63;M;Impressa;1669;Anual;São José do Rio Preto;Centro;261;82;10;10/12/2023 00:00;09/12/2024 00:00
2024;J;Impressa;1669;Anual;São José do Rio Preto;Vila Ercília;261;82;12;10/12/2023 00:00;09/12/2024 00:00
86;M;Combo;720;Anual;São José do Rio Preto;Parque Estoril;104;33;12;10/12/2023 00:00;07/12/2024 00:00
86;M;Combo;720;Anual;São José do Rio Preto;Jardim Tarraf;104;33;12;10/12/2023 00:00;07/12/2024 00:00
59;M;Digital;1251,75;Anual;São José do Rio Preto;Centro;261;84;12;10/12/2023 00:00;09/12/2024 00:00
61;M;Impressa;1669;Anual;Monte Aprazível;A DEFINIR;261;82;12;10/12/2023 00:00;09/12/2024 00:00
61;M;Impressa;1669;Anual;NEVES PAULISTA;A DEFINIR;261;82;12;10/12/2023 00:00;09/12/2024 00:00
59;M;Impressa;834,5;Semestral;Tanabi;A DEFINIR;128;82;3;10/12/2023 00:00;07/06/2024 00:00
63;M;Combo;720;Anual;Bálsamo;A DEFINIR;104;33;12;10/12/2023 00:00;13/12/2024 00:00
60;M;Impressa;834,5;Semestral;Uchoa;A DEFINIR;128;82;6;10/12/2023 00:00;07/06/2024 00:00
60;M;Digital;1251,75;Anual;São José do Rio Preto;Boa Vista;261;82;12;12/12/2023 00:00;10/12/2024 00:00
90;M;Impressa;1669;Anual;São José do Rio Preto;Centro;261;81;10;12/12/2023 00:00;10/12/2024 00:00
64;M;Combo;780;Anual;São José do Rio Preto;Jardim dos Seixas;156;50;12;12/12/2023 00:00;10/12/2024 00:00
59;M;Impressa;1669;Anual;São José do Rio Preto;Parque Quinta das Paineiras;261;81;8;12/12/2023 00:00;10/12/2024 00:00
84;M;Combo;780;Anual;São José do Rio Preto;Conjunto Habitacional Cristo Rei;156;51;12;12/12/2023 00:00;09/12/2024 00:00
84;M;Impressa;1669;Anual;São José do Rio Preto;Higienópolis;261;81;12;12/12/2023 00:00;10/12/2024 00:00
58;M;Impressa;834,5;Semestral;São José do Rio Preto;Vila Maceno;128;81;3;12/12/2023 00:00;08/06/2024 00:00
58;M;Combo;780;Anual;São José do Rio Preto;Jardim Bordon;156;50;12;12/12/2023 00:00;10/12/2024 00:00
86;M;Impressa;1669;Anual;São José do Rio Preto;Vila Ercília;261;81;10;12/12/2023 00:00;10/12/2024 00:00
57;M;Impressa;1669;Anual;São José do Rio Preto;Vila Anchieta;261;81;11;12/12/2023 00:00;10/12/2024 00:00
2024;J;Impressa;1669;Anual;São José do Rio Preto;Jardim Tarraf II;261;81;10;12/12/2023 00:00;10/12/2024 00:00
85;M;Impressa;1669;Anual;São José do Rio Preto;Solo Sagrado;261;81;12;12/12/2023 00:00;10/12/2024 00:00
59;M;Impressa;834,5;Semestral;São José do Rio Preto;Vila Sinibaldi;128;81;3;12/12/2023 00:00;08/06/2024 00:00
59;M;Impressa;1669;Anual;São José do Rio Preto;Vila Diniz;261;81;11;12/12/2023 00:00;10/12/2024 00:00
63;F;Impressa;1669;Anual;São José do Rio Preto;Jardim Canaã;261;81;12;12/12/2023 00:00;10/12/2024 00:00
54;M;Digital;1251,75;Anual;São José do Rio Preto;Residencial Cidade Jardim;261;82;1;12/12/2023 00:00;10/12/2024 00:00
54;M;Combo;780;Anual;São José do Rio Preto;Vila Imperial;156;50;12;12/12/2023 00:00;09/12/2024 00:00
86;F;Impressa;834,5;Semestral;São José do Rio Preto;Jardim Europa;128;81;6;12/12/2023 00:00;08/06/2024 00:00
82;M;Impressa;1669;Anual;São José do Rio Preto;Solo Sagrado I;261;80;12;12/12/2023 00:00;13/12/2024 00:00
60;M;Impressa;1669;Anual;São José do Rio Preto;Vila Bom Jesus;261;81;1;12/12/2023 00:00;10/12/2024 00:00
60;M;Impressa;1669;Anual;São José do Rio Preto;Parque Residencial Lauriano Tebar;261;81;12;12/12/2023 00:00;10/12/2024 00:00
60;M;Combo;780;Anual;São José do Rio Preto;Jardim Canaã;156;50;12;12/12/2023 00:00;09/12/2024 00:00
55;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Vivendas;261;81;12;12/12/2023 00:00;10/12/2024 00:00
55;M;Impressa;1669;Anual;São José do Rio Preto;Vila Santa Isabel;261;81;12;12/12/2023 00:00;10/12/2024 00:00
53;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Europa;261;81;1;12/12/2023 00:00;10/12/2024 00:00
57;M;Impressa;1669;Anual;São José do Rio Preto;Centro;261;81;1;12/12/2023 00:00;10/12/2024 00:00
78;M;Impressa;834,5;Semestral;São José do Rio Preto;Centro;128;81;3;12/12/2023 00:00;08/06/2024 00:00
69;M;Impressa;1669;Anual;São José do Rio Preto;Centro;261;81;11;12/12/2023 00:00;10/12/2024 00:00
69;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Yolanda;261;81;10;12/12/2023 00:00;10/12/2024 00:00
51;M;Impressa;834,5;Semestral;São José do Rio Preto;Fazenda Palhinha (Zona Rural);128;81;3;12/12/2023 00:00;08/06/2024 00:00
77;F;Impressa;834,5;Semestral;São José do Rio Preto;Jardim Urano;128;81;3;12/12/2023 00:00;08/06/2024 00:00
77;F;Impressa;1669;Anual;São José do Rio Preto;Pinheiros;261;81;10;12/12/2023 00:00;10/12/2024 00:00
76;F;Impressa;1669;Anual;São José do Rio Preto;Parque Residencial Dom Lafaiete Libânio;261;81;11;12/12/2023 00:00;10/12/2024 00:00
79;F;Digital;1251,75;Anual;São José do Rio Preto;Residencial Alto das Andorinhas;261;83;12;12/12/2023 00:00;10/12/2024 00:00
81;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Maria Lúcia;261;81;12;12/12/2023 00:00;10/12/2024 00:00
58;F;Impressa;1669;Anual;São José do Rio Preto;Residencial Marcia;261;81;11;12/12/2023 00:00;10/12/2024 00:00
94;F;Impressa;1669;Anual;Jaci;Centro;261;81;1;12/12/2023 00:00;10/12/2024 00:00
97;M;Impressa;834,5;Semestral;São José do Rio Preto;Parque Residencial Damha;128;81;3;12/12/2023 00:00;08/06/2024 00:00
80;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Tarraf;261;81;2;12/12/2023 00:00;10/12/2024 00:00
53;M;Digital;1251,75;Anual;Mirassol;A DEFINIR;261;83;12;12/12/2023 00:00;10/12/2024 00:00
53;M;Impressa;1669;Anual;Mirassol;A DEFINIR;261;81;10;12/12/2023 00:00;10/12/2024 00:00
55;M;Impressa;1669;Anual;Mirassol;Centro;261;81;3;12/12/2023 00:00;10/12/2024 00:00
55;M;Impressa;1669;Anual;São José do Rio Preto;Residencial Marcia;261;81;11;12/12/2023 00:00;10/12/2024 00:00
49;M;Impressa;834,5;Semestral;Fernandópolis;A DEFINIR;128;81;3;12/12/2023 00:00;08/06/2024 00:00
49;M;Impressa;834,5;Semestral;São José do Rio Preto;Parque Residencial Damha;128;81;6;12/12/2023 00:00;08/06/2024 00:00
85;M;Impressa;1669;Anual;Monte Aprazível;A DEFINIR;261;81;11;12/12/2023 00:00;10/12/2024 00:00
74;M;Combo;780;Anual;Cedral;A DEFINIR;156;51;12;12/12/2023 00:00;09/12/2024 00:00
74;M;Impressa;1669;Anual;Olímpia;SAO FRANCISCO;261;80;12;12/12/2023 00:00;11/12/2024 00:00
83;M;Impressa;1669;Anual;Potirendaba;A DEFINIR;261;81;10;12/12/2023 00:00;10/12/2024 00:00
84;M;Impressa;1669;Anual;Jaci;Centro;261;81;10;12/12/2023 00:00;10/12/2024 00:00
85;M;Combo;780;Anual;São José do Rio Preto;Parque Residencial Dom Lafaiete Libânio;156;50;12;13/12/2023 00:00;11/12/2024 00:00
85;M;Combo;780;Anual;São José do Rio Preto;Centro;156;50;12;13/12/2023 00:00;10/12/2024 00:00
84;M;Combo;780;Anual;São José do Rio Preto;Jardim Bela Vista;156;49;12;13/12/2023 00:00;11/12/2024 00:00
88;M;Impressa;1669;Anual;São José do Rio Preto;Parque Estoril;261;80;12;13/12/2023 00:00;11/12/2024 00:00
51;M;Combo;390;Semestral;São José do Rio Preto;Jardim Conceição;73;50;1;13/12/2023 00:00;10/06/2024 00:00
74;M;Impressa;1669;Anual;São José do Rio Preto;Parque Belvedere;261;80;12;13/12/2023 00:00;11/12/2024 00:00
92;M;Impressa;1669;Anual;São José do Rio Preto;Centro;261;80;3;13/12/2023 00:00;11/12/2024 00:00
48;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Maria Lúcia;261;80;12;13/12/2023 00:00;11/12/2024 00:00
51;M;Combo;780;Anual;São José do Rio Preto;Residencial Marcia;156;50;12;13/12/2023 00:00;10/12/2024 00:00
51;M;Digital;1251,75;Anual;São José do Rio Preto;PARQUE RESIDENCIAL DAMHA VI;261;81;6;13/12/2023 00:00;11/12/2024 00:00
50;M;Impressa;1669;Anual;São José do Rio Preto;RESIDENCIAL FRATERNIDADE;261;75;12;13/12/2023 00:00;18/12/2024 00:00
50;M;Impressa;1669;Anual;Nova Granada;A DEFINIR;261;80;4;13/12/2023 00:00;11/12/2024 00:00
95;M;Digital;1251,75;Anual;Catanduva;Jardim dos Coqueiros;261;81;1;14/12/2023 00:00;13/12/2024 00:00
90;M;Impressa;1669;Anual;São José do Rio Preto;Parque Residencial Romano Calil;261;79;6;14/12/2023 00:00;13/12/2024 00:00
89;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Palmeiras;261;79;3;14/12/2023 00:00;13/12/2024 00:00
95;M;Digital;1251,75;Anual;São José do Rio Preto;Parque Industrial;261;80;12;14/12/2023 00:00;13/12/2024 00:00
85;M;Digital;1251,75;Anual;São José do Rio Preto;Parque Residencial Comendador Mancor Daud;261;80;12;14/12/2023 00:00;13/12/2024 00:00
85;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Palmeiras;261;79;12;14/12/2023 00:00;13/12/2024 00:00
88;M;Impressa;1669;Anual;São José do Rio Preto;Boa Vista;261;79;6;14/12/2023 00:00;13/12/2024 00:00
90;M;Impressa;1669;Anual;São José do Rio Preto;Bom Jardim;261;79;6;14/12/2023 00:00;13/12/2024 00:00
88;M;Impressa;1669;Anual;São José do Rio Preto;Boa Vista;261;79;12;14/12/2023 00:00;13/12/2024 00:00
79;M;Impressa;1669;Anual;São José do Rio Preto;Centro;261;79;10;14/12/2023 00:00;13/12/2024 00:00
90;M;Impressa;1669;Anual;Mirassol;Centro;261;79;10;14/12/2023 00:00;13/12/2024 00:00
90;M;Combo;780;Anual;Urupês;A DEFINIR;156;49;12;14/12/2023 00:00;16/12/2024 00:00
60;M;Impressa;1669;Anual;São José do Rio Preto;Vila Santo Antônio;261;78;11;16/12/2023 00:00;14/12/2024 00:00
53;M;Digital;1251,75;Anual;São José do Rio Preto;Jardim Alto Rio Preto;261;79;12;16/12/2023 00:00;14/12/2024 00:00
51;M;Impressa;834,5;Semestral;São José do Rio Preto;Conjunto Habitacional São José do Rio Preto;128;78;6;16/12/2023 00:00;12/06/2024 00:00
50;F;Combo;720;Anual;São José do Rio Preto;Higienópolis;104;32;12;16/12/2023 00:00;14/12/2024 00:00
54;M;Impressa;1669;Anual;São José do Rio Preto;Boa Vista;261;78;12;16/12/2023 00:00;14/12/2024 00:00
52;M;Impressa;1669;Anual;São José do Rio Preto;Distrito Industrial;261;78;6;16/12/2023 00:00;14/12/2024 00:00
87;M;Combo;720;Anual;São José do Rio Preto;Centro;104;32;12;16/12/2023 00:00;13/12/2024 00:00
76;M;Impressa;1669;Anual;São José do Rio Preto;Centro;261;78;8;16/12/2023 00:00;14/12/2024 00:00
52;F;Digital;625,88;Semestral;São José do Rio Preto;Centro;128;80;1;16/12/2023 00:00;14/06/2024 00:00
73;M;Impressa;1669;Anual;São José do Rio Preto;Boa Vista;261;78;12;16/12/2023 00:00;14/12/2024 00:00
73;M;Impressa;1669;Anual;São José do Rio Preto;Vila Dório;261;78;10;16/12/2023 00:00;14/12/2024 00:00
80;M;Combo;720;Anual;São José do Rio Preto;Eldorado;104;32;6;16/12/2023 00:00;13/12/2024 00:00
77;M;Combo;360;Anual;São José do Rio Preto;Centro;104;32;6;16/12/2023 00:00;14/12/2024 00:00
77;M;Impressa;1669;Anual;São José do Rio Preto;Jardim América;261;78;11;16/12/2023 00:00;14/12/2024 00:00
50;F;Impressa;834,5;Semestral;São José do Rio Preto;Jardim do Cedro;128;78;3;16/12/2023 00:00;12/06/2024 00:00
56;M;Combo;720;Anual;São José do Rio Preto;Parque Estoril;104;32;12;16/12/2023 00:00;14/12/2024 00:00
83;M;Combo;720;Anual;São José do Rio Preto;Residencial Marcia;104;32;12;16/12/2023 00:00;14/12/2024 00:00
83;M;Digital;1251,75;Anual;São José do Rio Preto;Parque Residencial Damha;261;80;12;16/12/2023 00:00;14/12/2024 00:00
89;M;Impressa;1669;Anual;Guapiaçu;A DEFINIR;261;77;11;16/12/2023 00:00;14/12/2024 00:00
89;M;Combo;720;Anual;Mirassol;A DEFINIR;104;32;10;16/12/2023 00:00;13/12/2024 00:00
